ensembl_gene_id;gene_symbol_hint;platform;mean;sd
ENSG00000249482;USP17L14P;RNA_Seq;-1,0415;1,4931
ENSG00000249483;CTD-2249K22.1;RNA_Seq;-1,3871;1,7667
ENSG00000249484;LINC01470;RNA_Seq;0,0373;1,8424
ENSG00000249485;RBBP4P1;RNA_Seq;-0,3375;1,8471
ENSG00000249486;RP11-215I16.1;RNA_Seq;-1,3775;1,3938
ENSG00000249487;LINC01586;RNA_Seq;-0,9958;1,9214
ENSG00000249488;NACAP5;RNA_Seq;-1,423;1,4444
ENSG00000249489;GAPDHP70;RNA_Seq;0,2115;1,7432
ENSG00000249490;CTD-2333M24.1;RNA_Seq;-1,1232;1,5805
ENSG00000249491;EGFLAM-AS1;RNA_Seq;-1,3515;1,5682
ENSG00000249492;RP11-159F24.3;RNA_Seq;2,4071;1,3171
ENSG00000249493;ANKRD20A18P;RNA_Seq;-0,4955;1,5883
ENSG00000249494;CTB-161M19.4;RNA_Seq;-0,6992;1,8359
ENSG00000249495;RP11-1152B5.1;RNA_Seq;-1,5889;1,4439
ENSG00000249497;RP11-1079K10.5;RNA_Seq;-1,279;1,5299
ENSG00000249500;LINC01179;RNA_Seq;1,5098;1,9208
ENSG00000249501;USP9YP2;RNA_Seq;-1,2383;1,422
ENSG00000249502;AC006160.5;RNA_Seq;0,9662;1,6367
ENSG00000249503;HMGN1P16;RNA_Seq;-1,3076;1,4438
ENSG00000249504;PCDHA14;RNA_Seq;0,321;2,2928
ENSG00000249505;RP11-434H6.2;RNA_Seq;-0,8014;2,0243
ENSG00000249506;ZEB2P1;RNA_Seq;-0,4437;2,1962
ENSG00000249509;RP11-402J6.1;RNA_Seq;-0,1852;2,2768
ENSG00000249510;KB-1247B1.1;RNA_Seq;-0,2768;2,2925
ENSG00000249513;RP11-404I7.1;RNA_Seq;-1,3631;1,4113
ENSG00000249514;CTD-2266L18.1;RNA_Seq;-1,4017;1,4922
ENSG00000249515;CTD-2151A2.1;RNA_Seq;-1,1227;1,7578
ENSG00000249516;PRELID3BP6;RNA_Seq;-1,1483;1,7556
ENSG00000249518;CTC-327F10.1;RNA_Seq;-1,2294;1,7779
ENSG00000249519;LINC01438;RNA_Seq;-1,3091;1,5499
ENSG00000249520;RP11-386B13.1;RNA_Seq;-1,3932;1,3172
ENSG00000249521;CTD-2161F6.3;RNA_Seq;-1,4675;1,497
ENSG00000249522;RP11-718M20.5;RNA_Seq;-1,1471;1,4127
ENSG00000249525;RP11-344G13.2;RNA_Seq;-1,4072;1,5036
ENSG00000249526;CTB-35F21.1;RNA_Seq;-0,7232;1,664
ENSG00000249531;RP11-642E20.3;RNA_Seq;-1,1987;1,3476
ENSG00000249532;RP11-148B6.1;RNA_Seq;1,5938;1,5448
ENSG00000249534;LINC01258;RNA_Seq;-0,5176;1,8543
ENSG00000249539;MRPS36P2;RNA_Seq;-1,088;1,4248
ENSG00000249540;RP11-789L4.1;RNA_Seq;-1,0701;1,6032
ENSG00000249541;RP11-692C23.1;RNA_Seq;-1,5435;1,5117
ENSG00000249542;EEF1A1P21;RNA_Seq;-1,3256;1,3384
ENSG00000249545;CTC-558O19.1;RNA_Seq;-1,4511;1,4709
ENSG00000249547;RP11-453O5.1;RNA_Seq;-1,444;1,4211
ENSG00000249550;LINC01234;RNA_Seq;3,7532;3,16
ENSG00000249551;RP11-2N5.2;RNA_Seq;-1,361;1,2749
ENSG00000249553;PPP2R2B-IT1;RNA_Seq;-1,5305;1,3415
ENSG00000249555;TMEM248P1;RNA_Seq;-1,3528;1,2546
ENSG00000249557;HSPD1P15;RNA_Seq;-1,1876;1,191
ENSG00000249558;RCC2P4;RNA_Seq;-1,3468;1,6288
ENSG00000249562;RP11-116O11.2;RNA_Seq;-1,3332;1,2872
ENSG00000249563;RP11-751L19.1;RNA_Seq;-1,208;1,411
ENSG00000249564;RP11-390C19.1;RNA_Seq;-1,3328;1,3188
ENSG00000249565;SERBP1P5;RNA_Seq;-0,424;1,7091
ENSG00000249568;RP11-234O6.2;RNA_Seq;-0,7472;2,3818
ENSG00000249572;CTD-2203K17.1;RNA_Seq;3,9052;1,2148
ENSG00000249574;AC226118.1;RNA_Seq;2,6235;2,8103
ENSG00000249577;CTD-2195M15.1;RNA_Seq;-0,8252;2,0075
ENSG00000249579;RP11-586E1.1;RNA_Seq;-1,3593;1,3212
ENSG00000249580;MTATP6P22;RNA_Seq;-1,5614;1,6645
ENSG00000249581;CLRN2;RNA_Seq;-1,4228;1,558
ENSG00000249582;RPL7L1P4;RNA_Seq;-1,4517;1,5462
ENSG00000249584;RP11-478P10.1;RNA_Seq;-1,1286;1,7161
ENSG00000249588;CTC-537E7.1;RNA_Seq;-1,4389;1,8012
ENSG00000249590;RP4-539M6.19;RNA_Seq;5,5331;2,1907
ENSG00000249592;RP11-440L14.1;RNA_Seq;5,6259;0,947
ENSG00000249593;CTB-46B19.2;RNA_Seq;0,6025;1,8452
ENSG00000249599;BMPR1B-AS1;RNA_Seq;-0,4725;2,0665
ENSG00000249600;RP11-510I6.3;RNA_Seq;-1,3655;1,4397
ENSG00000249601;LINC01187;RNA_Seq;-0,8487;2,1759
ENSG00000249602;RP11-98D18.3;RNA_Seq;-0,4647;2,0524
ENSG00000249604;RP11-286E11.2;RNA_Seq;1,972;1,5223
ENSG00000249605;CTC-218H9.1;RNA_Seq;-1,5085;1,5901
ENSG00000249606;TRAPPC2P7;RNA_Seq;-1,5513;1,4585
ENSG00000249607;RP11-197O8.1;RNA_Seq;-1,3685;1,3435
ENSG00000249609;RP11-635L1.3;RNA_Seq;-0,9795;1,5238
ENSG00000249610;CTC-441N14.1;RNA_Seq;-0,8285;1,6018
ENSG00000249613;RP13-612N21.1;RNA_Seq;-1,4106;1,5129
ENSG00000249614;RP11-703G6.1;RNA_Seq;9,795;1,0385
ENSG00000249616;CCNB3P1;RNA_Seq;-0,7766;1,7543
ENSG00000249617;RP11-366M4.17;RNA_Seq;-1,2222;1,4087
ENSG00000249618;RP11-422J15.1;RNA_Seq;-1,1855;1,5204
ENSG00000249619;HMGN1P13;RNA_Seq;-1,3225;1,3391
ENSG00000249620;RP11-321E2.10;RNA_Seq;-1,1385;1,4156
ENSG00000249621;CTD-2544H17.1;RNA_Seq;-1,3463;1,8451
ENSG00000249623;RP11-610J23.1;RNA_Seq;-1,3375;1,3796
ENSG00000249624;AP000295.9;RNA_Seq;1,8435;2,2502
ENSG00000249626;RP11-496H1.1;RNA_Seq;7,6578;1,1478
ENSG00000249627;RP11-312A15.1;RNA_Seq;-1,1994;1,5279
ENSG00000249628;LINC00942;RNA_Seq;3,0147;3,219
ENSG00000249631;RP11-281P23.2;RNA_Seq;0,2939;2,0799
ENSG00000249633;OR52V1P;RNA_Seq;-0,6671;2,0029
ENSG00000249634;USP9YP5;RNA_Seq;-1,4536;1,3674
ENSG00000249635;RP11-710F7.3;RNA_Seq;1,3344;1,7387
ENSG00000249637;CTC-329D1.2;RNA_Seq;2,4233;1,3745
ENSG00000249638;CTD-2296D1.3;RNA_Seq;-1,2808;1,2374
ENSG00000249639;CTB-138E5.1;RNA_Seq;-1,2771;1,6107
ENSG00000249641;HOXC13-AS;RNA_Seq;1,4783;3,3727
ENSG00000249642;RP11-565A3.1;RNA_Seq;-1,4482;1,3384
ENSG00000249645;RP11-552M14.1;RNA_Seq;-1,0849;1,6811
ENSG00000249646;OR7E94P;RNA_Seq;1,4698;1,8149
ENSG00000249647;C5orf66-AS2;RNA_Seq;-0,9009;1,5361
ENSG00000249649;MRPS33P2;RNA_Seq;-1,3499;1,5565
ENSG00000249650;RP11-310P5.1;RNA_Seq;-0,248;1,8455
ENSG00000249654;VN1R104P;RNA_Seq;-1,462;1,3967
ENSG00000249655;CTC-325J23.2;RNA_Seq;1,0624;1,9915
ENSG00000249658;RP11-1018N14.4;RNA_Seq;-1,4798;1,4283
ENSG00000249661;TNRC18P1;RNA_Seq;2,7898;1,582
ENSG00000249662;RP11-321E2.4;RNA_Seq;-1,3217;1,422
ENSG00000249664;CTD-2227C6.2;RNA_Seq;0,7699;2,0141
ENSG00000249666;RP11-432M8.12;RNA_Seq;-1,1385;1,5725
ENSG00000249667;LINC01259;RNA_Seq;-1,5295;1,6919
ENSG00000249668;KRT18P56;RNA_Seq;-1,3926;1,4301
ENSG00000249669;CARMN;RNA_Seq;2,6582;2,4319
ENSG00000249673;NOP14-AS1;RNA_Seq;8,7595;0,8123
ENSG00000249675;RP11-217C7.1;RNA_Seq;-0,6344;2,0994
ENSG00000249678;RP11-619J20.1;RNA_Seq;-1,5792;1,5953
ENSG00000249679;RP11-279O9.4;RNA_Seq;1,2558;2,298
ENSG00000249680;TUBA3GP;RNA_Seq;-1,2448;1,6182
ENSG00000249681;KRT19P3;RNA_Seq;-1,4306;1,5609
ENSG00000249684;RP11-423H2.3;RNA_Seq;3,8349;1,4765
ENSG00000249685;RP11-360F5.3;RNA_Seq;1,6107;2,4022
ENSG00000249686;RP11-790I12.4;RNA_Seq;-1,3558;1,382
ENSG00000249688;RP11-5N11.7;RNA_Seq;-1,3115;1,5327
ENSG00000249689;AC138517.5;RNA_Seq;-1,4778;1,5845
ENSG00000249690;RP11-1336O20.2;RNA_Seq;-0,7889;1,6915
ENSG00000249691;RP11-445J14.1;RNA_Seq;-1,4593;1,4138
ENSG00000249692;RP11-21G20.4;RNA_Seq;-1,4791;1,4666
ENSG00000249693;THEGL;RNA_Seq;0,8983;2,446
ENSG00000249695;RP11-598F7.4;RNA_Seq;1,5389;2,8756
ENSG00000249697;RP11-155L15.1;RNA_Seq;-1,0422;1,6
ENSG00000249698;MTCO3P9;RNA_Seq;-1,3152;1,4951
ENSG00000249699;RP11-415C15.2;RNA_Seq;1,6518;1,6944
ENSG00000249700;SRD5A3-AS1;RNA_Seq;5,0104;1,4433
ENSG00000249706;RP11-89B16.1;RNA_Seq;-0,9434;2,0032
ENSG00000249708;RP11-503L23.1;RNA_Seq;-1,4037;1,6712
ENSG00000249709;ZNF564;RNA_Seq;7,9686;0,7737
ENSG00000249710;RP11-588P8.1;RNA_Seq;-1,3981;1,5479
ENSG00000249713;CTD-2236F14.1;RNA_Seq;-1,323;1,9112
ENSG00000249715;FER1L5;RNA_Seq;2,1496;2,3387
ENSG00000249717;RP11-44F21.3;RNA_Seq;0,8994;2,2595
ENSG00000249721;RP11-83M16.4;RNA_Seq;0,3574;2,853
ENSG00000249722;CTC-430J12.2;RNA_Seq;-1,3778;1,5104
ENSG00000249725;RP11-469L4.1;RNA_Seq;-1,2466;1,5864
ENSG00000249726;TUBB1P1;RNA_Seq;-1,504;1,5356
ENSG00000249727;RP11-273B19.2;RNA_Seq;-1,3294;1,3352
ENSG00000249729;RP11-55C6.1;RNA_Seq;-1,3654;1,3018
ENSG00000249730;OR10J4;RNA_Seq;-1,4457;1,348
ENSG00000249731;RP11-259O2.3;RNA_Seq;9,0866;1,1313
ENSG00000249734;RP11-332J15.1;RNA_Seq;-0,6659;1,4956
ENSG00000249735;RP11-468N14.12;RNA_Seq;-1,4335;1,3508
ENSG00000249736;RP11-83M16.5;RNA_Seq;0,3453;1,6485
ENSG00000249737;RP1-167G20.2;RNA_Seq;-1,4635;1,3604
ENSG00000249738;AC008697.1;RNA_Seq;0,7748;2,3753
ENSG00000249740;OSMR-AS1;RNA_Seq;1,7681;2,59
ENSG00000249741;RP11-673E1.3;RNA_Seq;-0,2565;2,4975
ENSG00000249742;RP11-217E13.1;RNA_Seq;-1,2648;1,6095
ENSG00000249743;RP11-60A8.1;RNA_Seq;1,0467;3,2131
ENSG00000249744;CTD-2057J6.2;RNA_Seq;-1,5288;1,452
ENSG00000249745;HMGB1P28;RNA_Seq;-1,3732;1,3541
ENSG00000249746;RP11-254I22.3;RNA_Seq;-0,5525;2,2666
ENSG00000249747;RP11-308K2.1;RNA_Seq;-1,3133;1,3105
ENSG00000249748;RP11-79C6.3;RNA_Seq;-1,3901;1,343
ENSG00000249751;ECSCR;RNA_Seq;-0,1474;2,8019
ENSG00000249752;RP11-563M4.1;RNA_Seq;-1,2904;1,4861
ENSG00000249753;RP11-415I12.3;RNA_Seq;-0,6914;1,7728
ENSG00000249754;NDUFB4P9;RNA_Seq;-1,4396;1,1778
ENSG00000249755;RP11-466G12.2;RNA_Seq;0,855;1,9221
ENSG00000249761;CTD-2278B20.1;RNA_Seq;-1,4329;1,4796
ENSG00000249763;RP11-618I10.1;RNA_Seq;-1,1333;1,804
ENSG00000249764;RP11-1299A16.1;RNA_Seq;-1,3778;1,3767
ENSG00000249766;RP11-802H3.1;RNA_Seq;-1,4825;1,5034
ENSG00000249767;ENPP7P10;RNA_Seq;0,316;2,0786
ENSG00000249768;HSPE1P10;RNA_Seq;-1,1484;1,6561
ENSG00000249770;MTND6P17;RNA_Seq;-1,455;1,441
ENSG00000249771;RP11-457P14.5;RNA_Seq;-1,3359;1,6199
ENSG00000249772;CTD-2193P3.2;RNA_Seq;-0,8666;1,6495
ENSG00000249773;RP11-15K19.2;RNA_Seq;5,2864;1,9612
ENSG00000249774;CTD-2206G10.2;RNA_Seq;-1,4729;1,4668
ENSG00000249776;RP11-133F8.2;RNA_Seq;-1,3178;1,8883
ENSG00000249777;SAP18P1;RNA_Seq;-1,2678;1,242
ENSG00000249778;TRMT112P2;RNA_Seq;-1,2923;1,2909
ENSG00000249779;RP11-447H19.3;RNA_Seq;-0,2261;1,7674
ENSG00000249780;RP11-352E6.2;RNA_Seq;-1,4577;1,338
ENSG00000249781;CTD-2143L24.1;RNA_Seq;-1,1128;1,6627
ENSG00000249782;RP11-417J1.1;RNA_Seq;-1,2865;1,3126
ENSG00000249784;SCARNA22;RNA_Seq;-1,2936;1,5846
ENSG00000249785;CTD-2061E9.1;RNA_Seq;-1,2394;1,2454
ENSG00000249786;EAF1-AS1;RNA_Seq;2,6612;1,4963
ENSG00000249787;RP11-346J10.1;RNA_Seq;-1,1531;1,3946
ENSG00000249790;RP11-20D14.6;RNA_Seq;6,6385;1,0684
ENSG00000249791;CTC-428G20.2;RNA_Seq;-0,161;1,5867
ENSG00000249792;RP11-1072N2.3;RNA_Seq;-1,1983;1,3914
ENSG00000249795;RP11-18O11.2;RNA_Seq;-1,3092;1,5905
ENSG00000249797;CTD-3179P9.1;RNA_Seq;-1,317;1,5923
ENSG00000249798;HSD3BP3;RNA_Seq;-1,096;1,4775
ENSG00000249799;SNRPCP13;RNA_Seq;-0,9289;1,5594
ENSG00000249803;RP11-114H21.2;RNA_Seq;-0,0508;1,9515
ENSG00000249806;RP11-223C24.1;RNA_Seq;-0,2808;2,2347
ENSG00000249807;CTD-2199O4.1;RNA_Seq;3,9535;0,694
ENSG00000249808;LINC01377;RNA_Seq;-1,4607;1,5158
ENSG00000249811;USP17L21;RNA_Seq;-1,5308;1,6859
ENSG00000249815;RP11-269F21.3;RNA_Seq;-0,5524;2,3293
ENSG00000249816;LINC00964;RNA_Seq;2,6831;3,1893
ENSG00000249818;RP11-73G16.3;RNA_Seq;-1,5016;1,47
ENSG00000249819;RP11-392C20.1;RNA_Seq;-1,3994;1,4139
ENSG00000249820;RP11-503I22.2;RNA_Seq;-1,3886;1,3578
ENSG00000249825;CTD-2201I18.1;RNA_Seq;2,3729;2,2734
ENSG00000249828;RP11-1281K21.2;RNA_Seq;-0,3858;1,8197
ENSG00000249829;CTC-422A18.1;RNA_Seq;-1,4187;1,4455
ENSG00000249830;RP11-121L11.3;RNA_Seq;-1,2937;1,2179
ENSG00000249831;RP11-4O3.2;RNA_Seq;-1,4421;1,4445
ENSG00000249833;CCDC37-AS1;RNA_Seq;-1,1766;1,7394
ENSG00000249834;PGBD4P3;RNA_Seq;-0,8475;1,6631
ENSG00000249835;VCAN-AS1;RNA_Seq;-1,1038;1,7225
ENSG00000249837;CTD-2325B11.1;RNA_Seq;-1,5193;1,5601
ENSG00000249838;SUMO2P7;RNA_Seq;-1,3165;1,2744
ENSG00000249839;AC011330.5;RNA_Seq;4,4756;3,1476
ENSG00000249840;GAPDHP76;RNA_Seq;-0,8904;1,6364
ENSG00000249842;CTD-2331D11.4;RNA_Seq;-1,1957;1,2992
ENSG00000249843;RP11-45H22.2;RNA_Seq;-1,4808;1,4319
ENSG00000249844;OR7E43P;RNA_Seq;-1,3291;1,4202
ENSG00000249846;RP11-77P16.4;RNA_Seq;5,5084;1,229
ENSG00000249847;RP11-192C21.2;RNA_Seq;-1,4382;1,7469
ENSG00000249848;RP11-212F11.1;RNA_Seq;-1,4823;1,5552
ENSG00000249849;RP11-1101H11.1;RNA_Seq;-1,2588;1,7929
ENSG00000249850;KRT18P31;RNA_Seq;0,6282;1,6757
ENSG00000249851;RP11-166J22.1;RNA_Seq;-1,2508;1,3964
ENSG00000249852;AC145676.2;RNA_Seq;1,3831;2,5964
ENSG00000249853;HS3ST5;RNA_Seq;3,0469;3,0957
ENSG00000249854;RP11-420O16.1;RNA_Seq;-1,4168;1,3005
ENSG00000249855;EEF1A1P19;RNA_Seq;4,4561;1,1661
ENSG00000249856;CTD-2503O16.4;RNA_Seq;-1,2993;1,3536
ENSG00000249857;CTD-2227C6.3;RNA_Seq;-1,2705;1,4805
ENSG00000249858;SNX5P1;RNA_Seq;-0,7995;1,4188
ENSG00000249859;PVT1;RNA_Seq;8,5257;1,4624
ENSG00000249860;MTRNR2L5;RNA_Seq;-1,3819;1,4387
ENSG00000249861;LGALS16;RNA_Seq;-1,1893;1,3293
ENSG00000249863;RP11-177C12.1;RNA_Seq;4,0303;1,3351
ENSG00000249865;CTD-2296D1.4;RNA_Seq;-1,41;1,4496
ENSG00000249866;OR7E83P;RNA_Seq;-0,6084;1,6803
ENSG00000249867;RP11-115J23.1;RNA_Seq;-0,6096;1,9276
ENSG00000249868;RP11-63E5.6;RNA_Seq;-1,3937;1,3948
ENSG00000249869;RP11-93K22.7;RNA_Seq;-1,3652;1,7836
ENSG00000249870;RP11-481C4.1;RNA_Seq;-1,47;1,5719
ENSG00000249873;RP11-983C2.2;RNA_Seq;-1,3457;1,7381
ENSG00000249875;RP11-51M24.1;RNA_Seq;-1,5216;1,5237
ENSG00000249876;CTC-563A5.4;RNA_Seq;-1,3056;1,5903
ENSG00000249877;RP11-706F1.2;RNA_Seq;-1,5794;1,6598
ENSG00000249878;CTD-2244C20.1;RNA_Seq;-1,2975;1,4166
ENSG00000249881;CTB-57H20.1;RNA_Seq;-1,2628;1,2766
ENSG00000249882;RP11-665I14.1;RNA_Seq;-1,4997;1,5424
ENSG00000249883;RP11-460H9.1;RNA_Seq;-1,3352;1,1753
ENSG00000249884;RNF103-CHMP3;RNA_Seq;2,1934;2,2541
ENSG00000249885;ARHGEF38-IT1;RNA_Seq;0,0127;2,0881
ENSG00000249887;RP11-457P14.6;RNA_Seq;-1,3985;1,4757
ENSG00000249888;RP11-447H19.2;RNA_Seq;-1,3994;1,5828
ENSG00000249889;ALG1L11P;RNA_Seq;-1,1148;1,7093
ENSG00000249890;RP11-813N20.2;RNA_Seq;-1,4776;1,6725
ENSG00000249891;KRT19P6;RNA_Seq;-1,459;1,3183
ENSG00000249892;RP11-525J21.1;RNA_Seq;-1,4272;1,4813
ENSG00000249893;MTND6P16;RNA_Seq;-1,4638;1,3787
ENSG00000249894;RP11-434D9.2;RNA_Seq;3,9064;1,8334
ENSG00000249896;RP11-586D19.1;RNA_Seq;1,943;1,7394
ENSG00000249898;MCPH1-AS1;RNA_Seq;2,6957;1,8177
ENSG00000249899;CTD-2175A23.1;RNA_Seq;-1,1558;1,4808
ENSG00000249901;RP11-781M16.2;RNA_Seq;-1,3959;1,3768
ENSG00000249904;CTC-394G3.2;RNA_Seq;-1,4531;1,3323
ENSG00000249906;RP5-1029K10.2;RNA_Seq;0,2985;2,5601
ENSG00000249908;BRD9P2;RNA_Seq;0,0806;2,4472
ENSG00000249909;CYCTP;RNA_Seq;-1,3494;1,4756
ENSG00000249910;TRIM51CP;RNA_Seq;-1,0394;1,7091
ENSG00000249911;LINC01265;RNA_Seq;-0,4156;1,8192
ENSG00000249912;TRBV26;RNA_Seq;-1,0878;1,505
ENSG00000249915;PDCD6;RNA_Seq;11,9547;0,6408
ENSG00000249916;CTD-2280E9.1;RNA_Seq;-0,0776;2,3296
ENSG00000249917;LINC00536;RNA_Seq;-0,0449;2,3183
ENSG00000249919;FABP5P6;RNA_Seq;-1,3367;1,2644
ENSG00000249920;HNRNPA1P55;RNA_Seq;-0,6499;1,8692
ENSG00000249921;CTC-329H14.1;RNA_Seq;-1,414;1,7029
ENSG00000249923;XXbac-B444P24.8;RNA_Seq;2,8426;1,4638
ENSG00000249924;RP11-27G13.1;RNA_Seq;-1,397;1,3353
ENSG00000249926;RP11-495K9.6;RNA_Seq;-0,9859;2,0125
ENSG00000249927;CTD-2151L9.2;RNA_Seq;-1,3451;1,3117
ENSG00000249928;UQCRBP3;RNA_Seq;-1,0632;1,6202
ENSG00000249930;AC007016.3;RNA_Seq;-1,3933;1,5193
ENSG00000249931;GOLGA8K;RNA_Seq;3,7332;2,0078
ENSG00000249934;RP11-466G12.3;RNA_Seq;-0,5171;1,7216
ENSG00000249936;RAC1P2;RNA_Seq;-0,8613;1,6926
ENSG00000249937;RP11-454P21.1;RNA_Seq;-0,641;2,0685
ENSG00000249941;CTD-2046I8.1;RNA_Seq;-1,4262;1,4655
ENSG00000249942;AC142293.3;RNA_Seq;-0,5763;2,3054
ENSG00000249943;RP11-213L8.1;RNA_Seq;-1,4745;1,488
ENSG00000249944;CTB-161J7.1;RNA_Seq;-1,4037;1,5866
ENSG00000249945;RP11-598D14.1;RNA_Seq;-1,2135;1,5151
ENSG00000249947;XBP1P1;RNA_Seq;2,4479;1,2972
ENSG00000249948;GBA3;RNA_Seq;1,1496;3,468
ENSG00000249950;CTC-394G3.1;RNA_Seq;-1,5684;1,5271
ENSG00000249951;RP11-554D13.1;RNA_Seq;-1,3197;1,3345
ENSG00000249955;RP11-6E9.4;RNA_Seq;-1,0474;1,4417
ENSG00000249956;UGT2B24P;RNA_Seq;-1,2543;1,5651
ENSG00000249958;CCT7P2;RNA_Seq;-0,6456;1,9339
ENSG00000249959;RP11-252I13.2;RNA_Seq;-0,9796;1,518
ENSG00000249960;RP11-791G16.5;RNA_Seq;-1,3504;1,403
ENSG00000249961;CCDC79;RNA_Seq;2,6772;1,2321
ENSG00000249962;RP11-80H5.5;RNA_Seq;2,9613;2,0398
ENSG00000249963;EEF1A1P20;RNA_Seq;-1,4664;1,7124
ENSG00000249965;CDC42P4;RNA_Seq;0,5479;1,8566
ENSG00000249966;CTD-2194D22.1;RNA_Seq;-1,1517;1,193
ENSG00000249967;RP11-548K23.11;RNA_Seq;-0,9579;2,2667
ENSG00000249970;RP11-622A1.1;RNA_Seq;-1,2914;1,2959
ENSG00000249971;RP11-256P1.1;RNA_Seq;0,0094;3,1019
ENSG00000249973;CHCHD2P7;RNA_Seq;-1,4523;1,7565
ENSG00000249975;OR5H3P;RNA_Seq;-1,4714;1,5837
ENSG00000249976;RP11-580P21.1;RNA_Seq;-1,2488;1,6041
ENSG00000249977;RP11-155G15.3;RNA_Seq;-1,026;1,3956
ENSG00000249978;TRGV7;RNA_Seq;-0,8342;1,6669
ENSG00000249981;RP11-136K7.1;RNA_Seq;-1,2511;1,3507
ENSG00000249982;RP11-1018N14.3;RNA_Seq;-1,3882;1,347
ENSG00000249984;CTC-529L17.2;RNA_Seq;-1,2939;1,4641
ENSG00000249985;RP11-468N14.8;RNA_Seq;-1,2715;1,2276
ENSG00000249986;YWHAQP6;RNA_Seq;-0,8841;1,7301
ENSG00000249987;RPS4XP20;RNA_Seq;-1,5432;1,5269
ENSG00000249988;RP11-669M16.1;RNA_Seq;-1,483;1,4263
ENSG00000249990;MTCO2P24;RNA_Seq;-1,5406;1,451
ENSG00000249992;TMEM158;RNA_Seq;6,175;2,8424
ENSG00000249993;BFSP2-AS1;RNA_Seq;-1,3214;1,7642
ENSG00000249994;CTD-2383I20.1;RNA_Seq;-1,3567;1,5178
ENSG00000249995;ECM1P2;RNA_Seq;-1,3931;1,4725
ENSG00000249996;RP11-359P5.1;RNA_Seq;0,2949;1,9511
ENSG00000249997;MTCO3P7;RNA_Seq;-1,3817;1,5669
ENSG00000249998;RP11-141E13.1;RNA_Seq;-1,3558;1,3751
ENSG00000250001;CTD-2201E9.2;RNA_Seq;-1,1836;1,5348
ENSG00000250003;CTD-2116N24.1;RNA_Seq;-1,4099;1,353
ENSG00000250006;CTB-179I1.1;RNA_Seq;-1,5309;1,6379
ENSG00000250007;RP11-814P5.1;RNA_Seq;0,4886;2,0718
ENSG00000250011;HMGB1P3;RNA_Seq;1,1921;2,6528
ENSG00000250012;RP11-124N2.1;RNA_Seq;1,1525;1,6219
ENSG00000250013;RP11-456A14.1;RNA_Seq;-1,4358;1,4404
ENSG00000250015;CTC-339F2.2;RNA_Seq;-1,3093;1,5198
ENSG00000250016;SNX18P23;RNA_Seq;1,6174;2,9646
ENSG00000250017;RP11-484L7.2;RNA_Seq;-1,3517;1,5966
ENSG00000250020;RP11-811I15.1;RNA_Seq;-1,1183;1,6048
ENSG00000250021;C15orf38-AP3S2;RNA_Seq;9,195;0,7102
ENSG00000250024;RP11-818C3.1;RNA_Seq;-1,2755;1,403
ENSG00000250025;CTC-359M8.1;RNA_Seq;-1,4307;1,4552
ENSG00000250026;TMPRSS11BNL;RNA_Seq;-0,307;2,8435
ENSG00000250027;RP11-563E2.2;RNA_Seq;0,1075;1,7554
ENSG00000250030;RP11-584P21.4;RNA_Seq;-1,2225;1,4153
ENSG00000250031;RP11-114M5.1;RNA_Seq;1,3163;1,8412
ENSG00000250032;CTD-2194L12.3;RNA_Seq;-1,4072;1,659
ENSG00000250033;SLC7A11-AS1;RNA_Seq;3,3186;2,2032
ENSG00000250034;RP11-793B23.1;RNA_Seq;-1,5275;1,5827
ENSG00000250036;IGKV1D-37;RNA_Seq;-1,3293;1,7111
ENSG00000250037;RP11-480D4.4;RNA_Seq;-0,9723;1,573
ENSG00000250038;RP11-180C1.1;RNA_Seq;-0,8835;1,8645
ENSG00000250039;RP11-17E2.2;RNA_Seq;0,337;1,7623
ENSG00000250040;RAF1P1;RNA_Seq;-1,2657;1,4402
ENSG00000250041;CTD-2003C8.2;RNA_Seq;2,0273;1,866
ENSG00000250042;RP11-91J3.2;RNA_Seq;-1,5067;1,6767
ENSG00000250043;RP11-161D15.2;RNA_Seq;-1,1608;1,9023
ENSG00000250045;CBX3P3;RNA_Seq;-1,5229;1,7424
ENSG00000250046;RP11-148B6.2;RNA_Seq;-1,1019;1,6276
ENSG00000250048;LINC00603;RNA_Seq;-1,3472;1,5366
ENSG00000250049;RP11-348J24.2;RNA_Seq;-0,1425;2,3337
ENSG00000250050;MTND4P9;RNA_Seq;0,447;2,2215
ENSG00000250053;RARRES2P4;RNA_Seq;1,3317;2,1351
ENSG00000250055;RP11-321E2.8;RNA_Seq;-1,2646;1,5656
ENSG00000250056;LINC01018;RNA_Seq;2,6054;3,6886
ENSG00000250057;RP11-576N17.5;RNA_Seq;-1,2114;1,4322
ENSG00000250060;RP11-332J15.2;RNA_Seq;-1,2206;2,2535
ENSG00000250061;RP11-541P9.3;RNA_Seq;-0,7554;1,8336
ENSG00000250062;RP11-778J15.1;RNA_Seq;-0,8879;1,5287
ENSG00000250064;RP11-123O22.1;RNA_Seq;-1,4683;1,8056
ENSG00000250066;RP11-141O11.1;RNA_Seq;-1,2442;1,4008
ENSG00000250067;YJEFN3;RNA_Seq;7,4854;1,3631
ENSG00000250068;RP11-576C12.1;RNA_Seq;-1,4473;1,5443
ENSG00000250069;CTB-131B5.2;RNA_Seq;4,3024;0,8892
ENSG00000250071;CTD-2060C23.1;RNA_Seq;-0,8655;1,7331
